id,address,lat,lng,house_no,city,state_code,zip_code
426,"14293 S Custer Rd, Dundee, MI 48131 USA",41.95157,-83.6431,14293,Dundee,MI,48131
273,"8544 E Lansing Rd, Durand, MI 48429 USA",42.9248,-83.9966,8544,Durand,MI,48429
341,"8880 Monroe Rd, Durand, MI 48429 USA",42.92083,-83.9904,8880,Durand,MI,48429
1924,"117 S Lake St, East Jordan, MI 49727 USA",45.15154,-85.1392,117,East Jordan,MI,49727
1358,"1102 E Main St, Edmore, MI 48829 USA",43.40744,-85.0322,1102,Edmore,MI,48829
207,"69199 M 62, Edwardsburg, MI 49112 USA",41.79387,-86.082,69199,Edwardsburg,MI,49112
1522,"617 Ames St, Elk Rapids, MI 49629 USA",44.89967,-85.396,617,Elk Rapids,MI,49629
193,"2921 Center Ave, Essexville, MI 48732 USA",43.59527,-83.8463,2921,Essexville,MI,48732
964,"731 W 7th St, Evart, MI 49631 USA",43.89991,-85.2693,731,Evart,MI,49631
105,"4715 24th Ave, Fort Gratiot, MI 48059 USA",43.04418,-82.4595,4715,Fort Gratiot,MI,48059
1327,"519 W Main St, Fremont, MI 49412 USA",43.46747,-85.9551,519,Fremont,MI,49412
1443,"6395 Airline Rd, Fruitport, MI 49415 USA",43.13598,-86.1561,6395,Fruitport,MI,49415
143,"508 W Main St, Gaylord, MI 49735 USA",45.0277,-84.6802,508,Gaylord,MI,49735
251,"1352 W Main St, Gaylord, MI 49735 USA",45.02787,-84.6957,1352,Gaylord,MI,49735
365,"1105 N State St, Gladwin, MI 48624 USA",43.9896,-84.4862,1105,Gladwin,MI,48624
1298,"69 W Carleton Rd, Hillsdale, MI 49242 USA",41.92671,-84.6387,69,Hillsdale,MI,49242
1853,"997 W Sharon Ave, Houghton, MI 49931 USA",47.11291,-88.5872,997,Houghton,MI,49931
1589,"9367 W Lake City Rd, Houghton Lake, MI 48629 USA",44.33547,-84.8003,9367,Houghton Lake,MI,48629
1101,"2797 E Grand River Ave, Howell, MI 48843 USA",42.59638,-83.8983,2797,Howell,MI,48843
700,"1923 S Cedar St, Imlay City, MI 48444 USA",43.00916,-83.071,1923,Imlay City,MI,48444
339,"1501 W Adams St, Iron River, MI 49935 USA",46.09196,-88.6489,1501,Iron River,MI,49935
409,"2400 Shirley Dr, Jackson, MI 49202 USA",42.27697,-84.4298,2400,Jackson,MI,49202
625,"1244 E McDevitt Ave, Jackson, MI 49203 USA",42.19739,-84.382,1244,Jackson,MI,49203
1645,"6275 Rives Junction Rd, Jackson, MI 49201 USA",42.32366,-84.4623,6275,Jackson,MI,49201
194,"2775 Port Sheldon St, Jenison, MI 49428 USA",42.88819,-85.8511,2775,Jenison,MI,49428
1388,"710 Olds St, Jonesville, MI 49250 USA",41.96505,-84.672,710,Jonesville,MI,49250
1167,"5330 W Main St, Kalamazoo, MI 49009 USA",42.29677,-85.6544,5330,Kalamazoo,MI,49009
1191,"5658 W Main St, Kalamazoo, MI 49009 USA",42.29647,-85.6597,5658,Kalamazoo,MI,49009
1868,"14128 9 Mile Rd, Kaleva, MI 49645 USA",44.37066,-86.0149,14128,Kaleva,MI,49645
1713,"6074 State St, Kingston, MI 48741 USA",43.4127,-83.183,6074,Kingston,MI,48741
349,"88 N Morey Rd, Lake City, MI 49651 USA",44.41881,-85.2175,88,Lake City,MI,49651
104,"4715 24th Ave, Lakeport, MI 48059 USA",43.04418,-82.4595,4715,Lakeport,MI,48059
79,"3029 E Kalamazoo St, Lansing, MI 48912 USA",42.73008,-84.5147,3029,Lansing,MI,48912
1599,"6528 W Saginaw Hwy, Lansing, MI 48917 USA",42.74341,-84.6461,6528,Lansing,MI,48917
1653,"825 N Marketplace Blvd, Lansing, MI 48917 USA",42.74296,-84.6761,825,Lansing,MI,48917
1709,"6824 W Saginaw Hwy, Lansing, MI 48917 USA",42.74164,-84.649,6824,Lansing,MI,48917
386,"540 S Main St, Lapeer, MI 48446 USA",43.0444,-83.3235,540,Lapeer,MI,48446
1939,"1473 S Lapeer Rd, Lapeer, MI 48446 USA",43.01975,-83.3216,1473,Lapeer,MI,48446
924,"505 Marshall St, Litchfield, MI 49252 USA",42.05006,-84.7678,505,Litchfield,MI,49252
1787,"4418 W US Highway 10, Ludington, MI 49431 USA",43.95661,-86.3899,4418,Ludington,MI,49431
1215,"308 S Nicolet St, Mackinaw City, MI 49701 USA",45.77866,-84.7325,308,Mackinaw City,MI,49701
272,"510 W Main St, Manchester, MI 48158 USA",42.14718,-84.0463,510,Manchester,MI,48158
753,"9050 M-52, Manchester, MI 48158 USA",42.19079,-84.0328,9050,Manchester,MI,48158
619,"1631 US Highway 31 S, Manistee, MI 49660 USA",44.24577,-86.3188,1631,Manistee,MI,49660
1805,"1597 S Main St, Martin, MI 49070 USA",42.53703,-85.6411,1597,Martin,MI,49070
1487,"349 N Pine St, Mc Bain, MI 49657 USA",44.20066,-85.2149,349,Mc Bain,MI,49657
1989,"496 W Main St, Mecosta, MI 49332 USA",43.62271,-85.2313,496,Mecosta,MI,49332
206,"3580 Oakwood Blvd, Melvindale, MI 48122 USA",42.28161,-83.1821,3580,Melvindale,MI,48122
706,"3939 S Lapeer Rd, Metamora, MI 48455 USA",42.94341,-83.3127,3939,Metamora,MI,48455
1366,"3520 Isabella St, Midland, MI 48640 USA",43.61258,-84.2915,3520,Midland,MI,48640
1965,"7019 Eastman Ave, Midland, MI 48642 USA",43.66182,-84.2477,7019,Midland,MI,48642
140,"1553 N Dixie Hwy, Monroe, MI 48162 USA",41.92873,-83.3538,1553,Monroe,MI,48162
1893,"11925 N Saginaw St, Mount Morris, MI 48458 USA",43.12109,-83.695,11925,Mount Morris,MI,48458
1570,"1622 S Mission St, Mount Pleasant, MI 48858 USA",43.58642,-84.7679,1622,Mount Pleasant,MI,48858
1705,"629 S Mission St, Mount Pleasant, MI 48858 USA",43.59838,-84.767,629,Mount Pleasant,MI,48858
1781,"903 N Mission St, Mount Pleasant, MI 48858 USA",43.61227,-84.7685,903,Mount Pleasant,MI,48858
524,"2342 Holton Rd, Muskegon, MI 49445 USA",43.29716,-86.1987,2342,Muskegon,MI,49445
1395,"1721 E Sternberg Rd, Muskegon, MI 49444 USA",43.15368,-86.2028,1721,Muskegon,MI,49444
1077,"11688 Us Hwy 2, Naubinway, MI 49762 USA",47.39571,-94.7798,11688,Naubinway,MI,49762
1426,"7567 State Highway M123, Newberry, MI 49868 USA",46.35279,-85.5098,7567,Newberry,MI,49868
649,"11874 US Highway 23 S, Ossineke, MI 49766 USA",44.91706,-83.4385,11874,Ossineke,MI,49766
1553,"26778 M 43, Paw Paw, MI 49079 USA",42.29658,-85.8133,26778,Paw Paw,MI,49079
541,"520 E Pinconning Rd, Pinconning, MI 48650 USA",43.85329,-84.0248,520,Pinconning,MI,48650
1913,"1227 M 89, Plainwell, MI 49080 USA",42.45185,-85.6642,1227,Plainwell,MI,49080
1981,"1149 M 89, Plainwell, MI 49080 USA",42.45018,-85.6579,1149,Plainwell,MI,49080
350,"303 West Houghton, Prudenville, MI 48651 USA",44.29835,-84.652,303,Prudenville,MI,48651
1151,"8055 Rapid City Rd NW, Rapid City, MI 49676 USA",44.83158,-85.2836,8055,Rapid City,MI,49676
1919,"3524 Main St, Ravenna, MI 49451 USA",43.18933,-85.9357,3524,Ravenna,MI,49451
270,"2482 Tittabawassee Rd, Saginaw, MI 48604 USA",43.4803,-83.9652,2482,Saginaw,MI,48604
874,"3090 Tittabawassee Rd, Saginaw, MI 48604 USA",43.48088,-83.978,3090,Saginaw,MI,48604
1326,"8220 Gratiot Rd, Saginaw, MI 48609 USA",43.41637,-84.0761,8220,Saginaw,MI,48609
610,"2569 N Saint Helen Rd, Saint Helen, MI 48656 USA",44.37127,-84.4109,2569,Saint Helen,MI,48656
965,"100 N Us127 Br, Saint Johns, MI 48879 USA",43.00144,-84.5509,100,Saint Johns,MI,48879
979,"1400 S US Highway 27, Saint Johns, MI 48879 USA",42.98848,-84.5439,1400,Saint Johns,MI,48879
1447,"2206 S Cleveland Ave, Saint Joseph, MI 49085 USA",42.07734,-86.4956,2206,Saint Joseph,MI,49085
309,"6700 State Rd, Saline, MI 48176 USA",42.19146,-83.7393,6700,Saline,MI,48176
724,"620 N Grand St, Schoolcraft, MI 49087 USA",42.12116,-85.6369,620,Schoolcraft,MI,49087
570,"306 N Main St, Sheridan, MI 48884 USA",43.21568,-85.0727,306,Sheridan,MI,48884
920,"441 E Main St, Springport, MI 49284 USA",42.3789,-84.6917,441,Springport,MI,49284
1666,"600 W Chicago Rd, Sturgis, MI 49091 USA",41.7979,-85.4265,600,Sturgis,MI,49091
101,"1447 W Chicago Blvd, Tecumseh, MI 49286 USA",42.00694,-83.9689,1447,Tecumseh,MI,49286
692,"732 E Front St, Traverse City, MI 49686 USA",44.76365,-85.6057,732,Traverse City,MI,49686
1935,"2001 Garfield Rd N, Traverse City, MI 49686 USA",44.66005,-85.544,2001,Traverse City,MI,49686
158,"3425 N Woodruff Rd, Weidman, MI 48893 USA",43.68922,-84.9691,3425,Weidman,MI,48893
1806,"16861 Caberfae Hwy, Wellston, MI 49689 USA",44.2249,-85.9642,16861,Wellston,MI,49689
284,"501 E Houghton Ave, West Branch, MI 48661 USA",44.27668,-84.2265,501,West Branch,MI,48661
80,"59 W Washington Ave, Zeeland, MI 49464 USA",42.81435,-86.0208,59,Zeeland,MI,49464
191,"14963 Edgewood Dr, Baxter, MN 56425 USA",46.36863,-94.2454,14963,Baxter,MN,56425
841,"506 E Broadway, Browns Valley, MN 56219 USA",45.59558,-96.835,506,Browns Valley,MN,56219
1936,"215 Doddridge Ave, Cloquet, MN 55720 USA",46.71338,-92.4604,215,Cloquet,MN,55720
1753,"26377 Industrial Blvd, Cohasset, MN 55721 USA",47.25953,-93.5956,26377,Cohasset,MN,55721
438,"5359 W Broadway Ave, Crystal, MN 55428 USA",45.0503,-93.361,5359,Crystal,MN,55428
691,"4423 Highway 12 SE, Delano, MN 55328 USA",45.04793,-93.7996,4423,Delano,MN,55328
1927,"2698 Us-169, Grand Rapids, MN 55744 USA",47.30335,-93.3791,2698,Grand Rapids,MN,55744
1934,"18 SE 10th St, Grand Rapids, MN 55744 USA",47.22053,-93.5282,18,Grand Rapids,MN,55744
1374,"121 15 St # S, Hawley, MN 56549 USA",46.88079,-96.3167,121,Hawley,MN,56549
1978,"795 Highway 47 S, Isle, MN 56342 USA",46.139,-93.461,795,Isle,MN,56342
1139,"2400 W Industrial Blvd, Long Lake, MN 55356 USA",44.98876,-93.5845,2400,Long Lake,MN,55356
1416,"1890 Madison Ave, Mankato, MN 56001 USA",44.16725,-93.9501,1890,Mankato,MN,56001
856,"801 E College Dr, Marshall, MN 56258 USA",44.45101,-95.7789,801,Marshall,MN,56258
781,"405 3rd Ave SW, Milaca, MN 56353 USA",45.75006,-93.6538,405,Milaca,MN,56353
437,"5359 W Broadway Ave, Minneapolis, MN 55428 USA",45.05033,-93.3611,5359,Minneapolis,MN,55428
288,"611 4th St NW, Montgomery, MN 56069 USA",44.44585,-93.5836,611,Montgomery,MN,56069
1284,"10 Hartman Dr, Moose Lake, MN 55767 USA",46.43925,-92.7677,10,Moose Lake,MN,55767
729,"4225 W Grove St, Pequot Lakes, MN 56472 USA",46.60582,-94.3159,4225,Pequot Lakes,MN,56472
146,"100 County 1 W, Pine River, MN 56474 USA",46.71802,-94.4042,100,Pine River,MN,56474
732,"317 2nd St NW, Pipestone, MN 56164 USA",44.00204,-96.3215,317,Pipestone,MN,56164
331,"28261 Dressler Ct, Randolph, MN 55065 USA",44.5397,-93.0037,28261,Randolph,MN,55065
1476,"4375 O Day Ave NE, Saint Michael, MN 55376 USA",45.21569,-93.5979,4375,Saint Michael,MN,55376
1063,"118 Twin Rivers Ct, Sartell, MN 56377 USA",45.5957,-94.193,118,Sartell,MN,56377
16,"4120 Dean Lakes Blvd, Shakopee, MN 55379 USA",44.77691,-93.4683,4120,Shakopee,MN,55379
993,"5800 12th Ave E, Shakopee, MN 55379 USA",44.78467,-93.4424,5800,Shakopee,MN,55379
1248,"1195 Canterbury Rd S, Shakopee, MN 55379 USA",44.78545,-93.4688,1195,Shakopee,MN,55379
99,"1150 US 10 E, Staples, MN 56479 USA",46.35388,-94.7845,1150,Staples,MN,56479
1051,"230 2nd St S, Waite Park, MN 56387 USA",45.54849,-94.2201,230,Waite Park,MN,56387
184,"2055 1st Ave N, Windom, MN 56101 USA",43.87822,-95.1104,2055,Windom,MN,56101
1562,"1316 McMillan St, Worthington, MN 56187 USA",43.63081,-95.6026,1316,Worthington,MN,56187
1839,"501 Old Highway 19, Alton, MO 65606 USA",36.69708,-91.398,501,Alton,MO,65606
1495,"511 E 4th St, Appleton City, MO 64724 USA",38.19068,-94.0209,511,Appleton City,MO,64724
1743,"409 Eastside Dr, Ashland, MO 65010 USA",38.77809,-92.2511,409,Ashland,MO,65010
1512,"1429 S Elliott Ave, Aurora, MO 65605 USA",36.95878,-93.7193,1429,Aurora,MO,65605
306,"721 S Walnut St, Bernie, MO 63822 USA",36.66005,-89.9699,721,Bernie,MO,63822
165,"1110 S 25th St, Bethany, MO 64424 USA",40.25849,-94.0278,1110,Bethany,MO,64424
166,"1104 S 25th St, Bethany, MO 64424 USA",40.25851,-94.028,1104,Bethany,MO,64424
1909,"609 NE US Highway 60, Billings, MO 65610 USA",37.06942,-93.5494,609,Billings,MO,65610
777,"509 State Highway 25 S, Bloomfield, MO 63825 USA",36.88152,-89.9251,509,Bloomfield,MO,63825
611,"2565 S Springfield Ave, Bolivar, MO 65613 USA",37.59032,-93.4022,2565,Bolivar,MO,65613
1525,"1988 S Springfield Ave, Bolivar, MO 65613 USA",37.59578,-93.4023,1988,Bolivar,MO,65613
1316,"23596 N State Highway 21, Cadet, MO 63630 USA",38.07479,-90.6995,23596,Cadet,MO,63630
1146,"201 McElwain Dr, Cameron, MO 64429 USA",39.75702,-94.2381,201,Cameron,MO,64429
1520,"3373 S. Main Street, Cardwell, MO 63829 USA",36.04035,-90.2937,3373,Cardwell,MO,63829
861,"922 Truman Blvd, Caruthersville, MO 63830 USA",36.18992,-89.6679,922,Caruthersville,MO,63830
557,"600 S Washington St, Chillicothe, MO 64601 USA",39.79358,-93.554,600,Chillicothe,MO,64601
1097,"110 W State Highway 162, Clarkton, MO 63837 USA",36.45554,-89.9709,110,Clarkton,MO,63837
1749,"811 E Main St, Cole Camp, MO 65325 USA",38.46008,-93.2006,811,Cole Camp,MO,65325
96,"1208 N Desloge Dr, Desloge, MO 63601 USA",37.88056,-90.5105,1208,Desloge,MO,63601
1762,"400 N Washington St, Diamond, MO 64840 USA",36.99986,-94.3165,400,Diamond,MO,64840
1089,"345 Eisenhower St, Doolittle, MO 65401 USA",37.94057,-91.8802,345,Doolittle,MO,65401
1865,"300 W 4th St, Eldon, MO 65026 USA",38.34659,-92.5851,300,Eldon,MO,65026
832,"46 S Herren Ave, Ellsinore, MO 63937 USA",36.92524,-90.746,46,Ellsinore,MO,63937
974,"212 E Bass St, Fairview, MO 64842 USA",36.8206,-94.0851,212,Fairview,MO,64842
44,"917 Valley Creek Dr, Farmington, MO 63640 USA",37.79342,-90.4387,917,Farmington,MO,63640
911,"560 W Karsch Blvd, Farmington, MO 63640 USA",37.78843,-90.4297,560,Farmington,MO,63640
1463,"120 E Karsch Blvd, Farmington, MO 63640 USA",37.78613,-90.4191,120,Farmington,MO,63640
1218,"15932 US Highway 160, Forsyth, MO 65653 USA",36.68966,-93.1196,15932,Forsyth,MO,65653
45,"71 S State Route F, Garden City, MO 64747 USA",38.5653,-94.1939,71,Garden City,MO,64747
1616,"98 Old Highway 7, Garden City, MO 64747 USA",38.56487,-94.1918,98,Garden City,MO,64747
1423,"4675 W Highway 47, Hawk Point, MO 63349 USA",38.97405,-91.1282,4675,Hawk Point,MO,63349
439,"201 E Tilden St, Humansville, MO 65674 USA",37.79435,-93.5775,201,Humansville,MO,65674
1819,"5725 Highway 43, Joplin, MO 64804 USA",36.98656,-94.5516,5725,Joplin,MO,64804
1820,"1080 N Brown St, La Plata, MO 63549 USA",40.03212,-92.4878,1080,La Plata,MO,63549
225,"200 Brevco Plz Ste 208, Lake Saint Louis, MO 63367 USA",38.80347,-90.7847,200,Lake Saint Louis,MO,63367
226,"200 Brevco Plz Ste 207, Lake Saint Louis, MO 63367 USA",38.80362,-90.7847,200,Lake Saint Louis,MO,63367
228,"200 Brevco Plz, Lake Saint Louis, MO 63367 USA",38.80362,-90.7847,200,Lake Saint Louis,MO,63367
1543,"8025 Hawk Ridge Trl, Lake Saint Louis, MO 63367 USA",38.76671,-90.7724,8025,Lake Saint Louis,MO,63367
227,"202 Brevco Plz, Lake St Louis, MO 63367 USA",38.80361,-90.7844,202,Lake St Louis,MO,63367
672,"4717 Highway 50, Leslie, MO 63056 USA",38.419,-91.2341,4717,Leslie,MO,63056
1132,"120 W Highway 32, Licking, MO 65542 USA",37.52084,-91.7564,120,Licking,MO,65542
308,"3641 Highway 30, Lonedell, MO 63060 USA",38.30949,-90.8337,3641,Lonedell,MO,63060
277,"3209 Georgia St, Louisiana, MO 63353 USA",39.43488,-91.07,3209,Louisiana,MO,63353
1149,"503 N Douglass St, Malden, MO 63863 USA",36.56344,-89.9712,503,Malden,MO,63863
1798,"102 North St, Marble Hill, MO 63764 USA",37.30265,-89.9709,102,Marble Hill,MO,63764
153,"408 S Highway 60, Marionville, MO 65705 USA",36.99423,-93.6325,408,Marionville,MO,65705
216,"1191 Cherokee Dr, Marshall, MO 65340 USA",39.10734,-93.2143,1191,Marshall,MO,65340
734,"930 N Clay St, Memphis, MO 63555 USA",40.47078,-92.1719,930,Memphis,MO,63555
505,"1402 E Austin Blvd, Nevada, MO 64772 USA",37.83619,-94.3386,1402,Nevada,MO,64772
1830,"801 Us Highway 61, New Madrid, MO 63869 USA",36.43181,-89.6932,801,New Madrid,MO,63869
1750,"5232 S Business Highway 71, Pineville, MO 64856 USA",36.58253,-94.3953,5232,Pineville,MO,64856
1445,"909 W Clay Ave, Plattsburg, MO 64477 USA",39.56348,-94.4592,909,Plattsburg,MO,64477
1009,"810 E High St, Potosi, MO 63664 USA",37.92847,-90.7756,810,Potosi,MO,63664
159,"721 E Jefferson Ave, Richland, MO 65556 USA",37.85881,-92.3871,721,Richland,MO,65556
318,"27050 Mo Highway 133, Richland, MO 65556 USA",37.85698,-92.4043,27050,Richland,MO,65556
1052,"7372 Highway O, Robertsville, MO 63072 USA",38.41477,-90.814,7372,Robertsville,MO,63072
1429,"16273 E State Highway 76, Rocky Comfort, MO 64861 USA",36.71787,-94.2031,16273,Rocky Comfort,MO,64861
1266,"13421 Route C, Russellville, MO 65074 USA",38.50868,-92.446,13421,Russellville,MO,65074
1144,"10 Paul Parks Dr, Saint Clair, MO 63077 USA",38.35586,-90.9802,10,Saint Clair,MO,63077
1892,"10000 West Florissant Ave, Saint Louis, MO 63136 USA",38.7501,-90.2794,10000,Saint Louis,MO,63136
1290,"225 Saint Robert Blvd, Saint Robert, MO 65584 USA",37.82599,-92.1573,225,Saint Robert,MO,65584
653,"1315 High St, Sarcoxie, MO 64862 USA",37.07212,-94.1254,1315,Sarcoxie,MO,64862
823,"100 W Beech St, Shelbina, MO 63468 USA",39.69651,-92.04,100,Shelbina,MO,63468
448,"12951 Highway M, Stark City, MO 64866 USA",36.8774,-94.1914,12951,Stark City,MO,64866
19,"315 N Walnut St, Steele, MO 63877 USA",36.08617,-89.8271,315,Steele,MO,63877
1598,"1745 E 9th St, Trenton, MO 64683 USA",40.07472,-93.6002,1745,Trenton,MO,64683
650,"1807 Highway 63 S, Vienna, MO 65582 USA",38.17579,-91.9479,1807,Vienna,MO,65582
397,"499 E Veterans Memorial Pkwy, Warrenton, MO 63383 USA",38.82016,-91.1444,499,Warrenton,MO,63383
957,"18145 Hwy 45 North, Weston, MO 64098 USA",39.42104,-94.8939,18145,Weston,MO,64098
458,"4172 Highway 42, Bassfield, MS 39421 USA",31.49672,-89.7468,4172,Bassfield,MS,39421
814,"105 Highway 51 N, Batesville, MS 38606 USA",34.31237,-89.9448,105,Batesville,MS,38606
1396,"109 John R Lovelace Dr, Batesville, MS 38606 USA",34.30836,-89.9136,109,Batesville,MS,38606
1335,"100 State Hwy 12 East, Belzoni, MS 39038 USA",33.17296,-90.4974,100,Belzoni,MS,39038
1764,"403 Gaines Hwy # 61, Boyle, MS 38730 USA",33.70752,-90.7189,403,Boyle,MS,38730
172,"1540 W Government St, Brandon, MS 39042 USA",32.2842,-90.023,1540,Brandon,MS,39042
1130,"755 Highway 468, Brandon, MS 39042 USA",32.22484,-90.0306,755,Brandon,MS,39042
1756,"910 W Government St, Brandon, MS 39042 USA",32.27786,-89.9987,910,Brandon,MS,39042
282,"345 Highway 84 W, Brookhaven, MS 39601 USA",31.53469,-90.5,345,Brookhaven,MS,39601
909,"778 Brookway Blvd, Brookhaven, MS 39601 USA",31.5801,-90.4605,778,Brookhaven,MS,39601
1202,"1229 W Peace St, Canton, MS 39046 USA",32.6113,-90.0077,1229,Canton,MS,39046
1439,"1131 W Peace St, Canton, MS 39046 USA",32.61073,-90.0544,1131,Canton,MS,39046
1714,"4288 Highway 35 N, Carthage, MS 39051 USA",32.65469,-89.4928,4288,Carthage,MS,39051
451,"416 S State St, Clarksdale, MS 38614 USA",34.19114,-90.5732,416,Clarksdale,MS,38614
1998,"10155 Highway 51, Coldwater, MS 38618 USA",34.69824,-89.9812,10155,Coldwater,MS,38618
1763,"3171 Highway 13 N, Columbia, MS 39429 USA",31.13482,-89.6987,3171,Columbia,MS,39429
139,"1412 Main St, Columbus, MS 39701 USA",33.49641,-88.4156,1412,Columbus,MS,39701
413,"1928 Lake Lowndes Rd, Columbus, MS 39702 USA",33.44016,-88.3265,1928,Columbus,MS,39702
1425,"1820 Highway 72 E, Corinth, MS 38834 USA",34.91463,-88.5034,1820,Corinth,MS,38834
1845,"1808 Highway 72 E, Corinth, MS 38834 USA",34.91502,-88.5042,1808,Corinth,MS,38834
1018,"4824 Highway 3, Crenshaw, MS 38621 USA",34.50826,-90.1944,4824,Crenshaw,MS,38621
1942,"16399 Highway 16 E, De Kalb, MS 39328 USA",32.77497,-88.6442,16399,De Kalb,MS,39328
1813,"586 West Veterans Boulevard, Derma, MS 38839 USA",33.85594,-89.2956,586,Derma,MS,38839
40,"31201 Highway 12, Durant, MS 39063 USA",33.09885,-89.8913,31201,Durant,MS,39063
612,"502 Jackson St, Edwards, MS 39066 USA",32.33739,-90.5991,502,Edwards,MS,39066
826,"2173 Highway 590, Ellisville, MS 39437 USA",31.56439,-89.3677,2173,Ellisville,MS,39437
174,"1960 Veterans Memorial Blvd, Eupora, MS 39744 USA",33.52592,-89.2594,1960,Eupora,MS,39744
417,"657 River Road, Fayette, MS 39069 USA",31.71467,-91.0714,657,Fayette,MS,39069
119,"797 Lakeland Place, Flowood, MS 39232 USA",32.35447,-90.0193,797,Flowood,MS,39232
478,"2328 Lakeland Dr, Flowood, MS 39232 USA",32.32884,-90.1217,2328,Flowood,MS,39232
1685,"988 Top St, Flowood, MS 39232 USA",32.32797,-90.1217,988,Flowood,MS,39232
1732,"1693 Old Fannin Rd, Flowood, MS 39232 USA",32.34601,-90.0643,1693,Flowood,MS,39232
1938,"103 Plaza Drive Ext, Flowood, MS 39232 USA",32.35604,-90.0159,103,Flowood,MS,39232
1192,"219 N Woodland Dr, Forest, MS 39074 USA",32.36829,-89.478,219,Forest,MS,39074
1222,"2406 Ladnier Rd, Gautier, MS 39553 USA",30.37743,-88.6462,2406,Gautier,MS,39553
1632,"28 Red Bay Rd, Golden, MS 38847 USA",34.4889,-88.1867,28,Golden,MS,38847
1774,"24328 Highway 25 N, Golden, MS 38847 USA",34.35777,-88.3184,24328,Golden,MS,38847
423,"1983 Highway 82 E, Greenville, MS 38703 USA",33.39939,-91.027,1983,Greenville,MS,38703
322,"2002 Highway 82 W, Greenwood, MS 38930 USA",33.52805,-90.218,2002,Greenwood,MS,38930
28,"445 American Way, Grenada, MS 38901 USA",33.83997,-89.8275,445,Grenada,MS,38901
124,"1356 Sunset Dr, Grenada, MS 38901 USA",33.77991,-89.8274,1356,Grenada,MS,38901
765,"100 N Dr Martin Luther King Jr Blvd, Grenada, MS 38901 USA",33.78511,-89.8093,100,Grenada,MS,38901
64,"4084 U S Highway 49, Hattiesburg, MS 39401 USA",31.19475,-89.254,4084,Hattiesburg,MS,39401
593,"100 W Red St, Hattiesburg, MS 39401 USA",31.33916,-89.3021,100,Hattiesburg,MS,39401
763,"5060 Hardy St, Hattiesburg, MS 39402 USA",31.32165,-89.373,5060,Hattiesburg,MS,39402
804,"2610 Lincoln Rd, Hattiesburg, MS 39402 USA",31.30374,-89.3298,2610,Hattiesburg,MS,39402
938,"6427 U S Highway 49, Hattiesburg, MS 39401 USA",31.34497,-89.3313,6427,Hattiesburg,MS,39401
1106,"6082 U S Highway 98, Hattiesburg, MS 39402 USA",31.32113,-89.38,6082,Hattiesburg,MS,39402
1503,"5895 U S Highway 49, Hattiesburg, MS 39402 USA",31.30818,-89.3191,5895,Hattiesburg,MS,39402
1775,"1868 Old Highway 24, Hattiesburg, MS 39402 USA",31.28449,-89.4677,1868,Hattiesburg,MS,39402
1253,"28083 Highway 28, Hazlehurst, MS 39083 USA",31.87567,-90.4005,28083,Hazlehurst,MS,39083
1971,"39 Highway 5, Hickory Flat, MS 38633 USA",34.61826,-89.1847,39,Hickory Flat,MS,38633
701,"710 Desoto Cv, Horn Lake, MS 38637 USA",34.96325,-90.0031,710,Horn Lake,MS,38637
875,"3091 Goodman Rd W, Horn Lake, MS 38637 USA",34.96222,-90.0463,3091,Horn Lake,MS,38637
1068,"3230 Goodman Rd W, Horn Lake, MS 38637 USA",34.96327,-90.05,3230,Horn Lake,MS,38637
1507,"3100 Goodman Rd W, Horn Lake, MS 38637 USA",34.96312,-90.0475,3100,Horn Lake,MS,38637
348,"7010 Highway 614, Hurley, MS 39555 USA",30.65291,-88.4898,7010,Hurley,MS,39555
756,"7382 S Siwell Rd, Jackson, MS 39272 USA",32.18833,-90.2631,7382,Jackson,MS,39272
1504,"3103 Audubon Dr, Laurel, MS 39440 USA",31.7286,-89.1378,3103,Laurel,MS,39440
1954,"806 S 16th Ave, Laurel, MS 39440 USA",31.67875,-89.1473,806,Laurel,MS,39440
1720,"332 E Main St, Liberty, MS 39645 USA",31.15821,-90.8055,332,Liberty,MS,39645
327,"5906 Highway 494, Little Rock, MS 39337 USA",32.52636,-89.0259,5906,Little Rock,MS,39337
1347,"4187 Highway 15, Louin, MS 39338 USA",32.06477,-89.2614,4187,Louin,MS,39338
481,"5575 Highway 397, Louisville, MS 39339 USA",32.9832,-88.9167,5575,Louisville,MS,39339
71,"3198 Old 63 N, Lucedale, MS 39452 USA",31.00039,-88.5382,3198,Lucedale,MS,39452
276,"106 Felicia Campbell Rd, Lucedale, MS 39452 USA",30.9664,-88.6628,106,Lucedale,MS,39452
1045,"6133 Highway 613, Lucedale, MS 39452 USA",30.81491,-88.5197,6133,Lucedale,MS,39452
1670,"25597 Highway 613, Lucedale, MS 39452 USA",30.71367,-88.5135,25597,Lucedale,MS,39452
1057,"1146 Highway 51, Madison, MS 39110 USA",32.46911,-90.1068,1146,Madison,MS,39110
554,"5321 Dale Dr, Marion, MS 39342 USA",32.41643,-88.6548,5321,Marion,MS,39342
1579,"9806 Highway 495, Meridian, MS 39305 USA",32.52318,-88.7655,9806,Meridian,MS,39305
160,"5129 Highway 80, Morton, MS 39117 USA",32.35241,-89.6487,5129,Morton,MS,39117
1697,"16917 Highway 63, Moss Point, MS 39562 USA",30.58691,-88.5624,16917,Moss Point,MS,39562
311,"395 John R Junkin Dr, Natchez, MS 39120 USA",31.54187,-91.4011,395,Natchez,MS,39120
